path,top,left,width,height,zero,one,many
0--Parade/0_Parade_Parade_0_377.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_559.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_246.jpg,162.0,552.0,590.0,380.0,0,1,0
0--Parade/0_Parade_marchingband_1_552.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_12.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_429.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_286.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_317.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_239.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_459.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_376.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_695.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_910.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_356.jpg,314.0,552.0,114.0,86.0,0,1,0
0--Parade/0_Parade_Parade_0_382.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_439.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_329.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_887.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_468.jpg,444.0,613.0,285.0,354.0,0,1,0
0--Parade/0_Parade_marchingband_1_139.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_746.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_164.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_461.jpg,518.0,224.0,92.0,110.0,0,1,0
0--Parade/0_Parade_Parade_0_757.jpg,238.0,52.0,204.0,310.0,0,1,0
0--Parade/0_Parade_marchingband_1_759.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_53.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_653.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_227.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_649.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_43.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_561.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_490.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_519.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_465.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_629.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_768.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_688.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_288.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_502.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_364.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_267.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_Parade_0_68.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_525.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_147.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_104.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_932.jpg,0.0,0.0,0.0,0.0,0,0,1
0--Parade/0_Parade_marchingband_1_311.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_664.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_762.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_766.jpg,390.0,90.0,260.0,374.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_134.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_362.jpg,104.0,10.0,482.0,508.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_522.jpg,702.0,32.0,96.0,150.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_453.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_314.jpg,344.0,68.0,72.0,112.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_343.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_733.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_801.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_465.jpg,388.0,172.0,400.0,508.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_94.jpg,381.0,207.0,237.0,354.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_602.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_781.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_380.jpg,674.0,4.0,142.0,124.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_357.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_236.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_107.jpg,391.0,177.0,174.0,258.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_827.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_579.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_275.jpg,432.0,210.0,222.0,312.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_35.jpg,440.0,141.0,193.0,258.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_411.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_158.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_209.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_313.jpg,0.0,0.0,0.0,0.0,0,0,1
1--Handshaking/1_Handshaking_Handshaking_1_457.jpg,248.0,66.0,514.0,664.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_567.jpg,207.0,278.0,461.0,695.0,0,1,0
1--Handshaking/1_Handshaking_Handshaking_1_356.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_674.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_430.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_822.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_944.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_162.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_269.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_307.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_40.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_938.jpg,483.0,261.0,108.0,156.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_191.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_678.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_1046.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_524.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_316.jpg,36.0,2.0,202.0,220.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_277.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_256.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_368.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_373.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_934.jpg,446.0,196.0,114.0,152.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_668.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_404.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_34.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_60.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_716.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_69.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_933.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_1024.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_499.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_259.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_591.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_433.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_2.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_1020.jpg,697.0,101.0,27.0,49.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_496.jpg,455.0,150.0,85.0,132.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_638.jpg,372.0,166.0,328.0,458.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_401.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_173.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_793.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_619.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_848.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_36.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_236.jpg,462.0,167.0,26.0,28.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_514.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_498.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_131.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_823.jpg,363.0,200.0,179.0,256.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_171.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_27.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_577.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_552.jpg,436.0,106.0,64.0,76.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_2_898.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_395.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_240.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_239.jpg,0.0,0.0,0.0,0.0,0,0,1
10--People_Marching/10_People_Marching_People_Marching_2_935.jpg,372.0,282.0,210.0,339.0,0,1,0
10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_447.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_529.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_441.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_774.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_865.jpg,355.0,352.0,322.0,422.0,0,1,0
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_102.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_507.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_644.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_587.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_189.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_807.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_468.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_639.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_176.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_574.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_702.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_385.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_375.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_560.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_663.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_339.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_206.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_26.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_406.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_71.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_108.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_349.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_573.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_223.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_633.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_250.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_320.jpg,434.0,80.0,182.0,230.0,0,1,0
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_287.jpg,0.0,0.0,0.0,0.0,0,0,1
11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_295.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_912.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_536.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_28.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_103.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_354.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_789.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_575.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_602.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_213.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_403.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_101.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_244.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_367.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_527.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_101.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_849.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_843.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_198.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_84.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_519.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_10.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_448.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_889.jpg,592.0,50.0,78.0,110.0,0,1,0
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_64.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_353.jpg,433.0,11.0,447.0,523.0,0,1,0
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_313.jpg,640.0,116.0,54.0,84.0,0,1,0
12--Group/12_Group_Group_12_Group_Group_12_935.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_650.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Large_Group_12_Group_Large_Group_12_1007.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Group_12_Group_Group_12_59.jpg,0.0,0.0,0.0,0.0,0,0,1
12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_171.jpg,0.0,0.0,0.0,0.0,0,0,1
